id,naslov,studio,zanri,dolzina,vir,tip,stevilo,ocena
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,TMS Entertainment,"10,14,7,37,13,40",13,Novel,TV,"32,756",7.13

579,Battle Programmer Shirase,AIC,"4,24,9",15,Original,TV,"31,704",6.92

130,Saiyuuki Reload,Studio Pierrot,"1,2,4,8,37,6,43",25,Manga,TV,"30,322",7.39

497,Yami to Boushi to Hon no Tabibito,Studio Deen,"2,10,26,7,9",13,Visual novel,TV,"26,868",6.55

709,Mujin Wakusei Survive,Madhouse,"1,2,10,24,36",52,Original,TV,"25,178",7.72

620,Takahashi Rumiko Gekijou Ningyo no Mori,TMS Entertainment,"8,10,14,7",13,Manga,TV,"23,730",7.04

348,Binzume Yousei,Xebec,"4,10,36",13,Original,TV,"17,253",6.44

56,Avenger,Bee Train,"2,10,24,27",13,Original,TV,"16,327",5.89

2108,Rockman.EXE Axess,Xebec,"1,2,4,24,11,18,27",51,Game,TV,"15,461",7.13

1103,Shinkon Gattai Godannar!!,AIC ASTA,"4,22,24,9,18",13,Original,TV,"15,353",6.68

1490,Ginga Tetsudou Monogatari,Planet,"1,2,8,24,29",26,Original,TV,"10,528",7.13

344,Futatsu no Spica,Group TAC,"8,24,37,23",20,Manga,TV,"9,261",7.36

1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,TNK,"4,22,24",12,Manga,TV,"8,796",6.95

3101,F-Zero: Falcon Densetsu,Production Reed,"1,2,24,30,3,18,27",51,Game,TV,"8,027",6.44

592,PopoloCrois,TMS Entertainment,"2,10",26,Game,TV,"1,767",6.86

2501,Papuwa,Nippon Animation,"2,4",26,Manga,TV,"1,558",6.61

7751,Midnight Horror School,-,4,52,-,TV,702,N/A

323,Mousou Dairinin,Madhouse,"5,8,7,37,41,39,40",13,Original,TV,"334,022",7.68

801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Production I.G,"1,7,24,18,38,39,42",26,Manga,TV,"203,568",8.53

158,Maria-sama ga Miteru,Studio Deen,"8,26,22,36,25",13,Light novel,TV,"58,188",7.32

603,Futari wa Precure,Toei Animation,"1,4,10,25",49,Original,TV,"39,448",7.02

242,Gokusen,Madhouse,"4,8,36,23,43",13,Manga,TV,"38,315",7.41

204,Yumeria,Studio Deen,"1,4,9,35,31",12,Visual novel,TV,"25,951",6.09

222,Mezzo DSA,Arms,"1,2,4,7,24",13,Original,TV,"18,648",6.67

1082,Hikari to Mizu no Daphne,J.C.Staff,"4,8,7,24,9,39,40",24,Original,TV,"13,205",6.77

284,Area 88 (TV),Group TAC,"1,8,22,38,27",12,Manga,TV,"12,474",7.01

1246,Yuugo: Koushounin,Artland,"1,8,7,38,40,42",13,Manga,TV,"10,923",7.10

636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,Madhouse,"2,4,8,17,21,27",13,Original,TV,"9,937",6.86

693,Burn Up Scramble,AIC Spirits,"1,4,8,24,9,39,27",12,Original,TV,"8,662",6.19

148,Kita e.: Diamond Dust Drops,Studio Deen,"8,22,36",12,Visual novel,TV,"8,274",6.61

1149,Choujuushin Gravion Zwei,Gonzo,"2,4,24,18,27",12,Original,TV,"7,990",6.64

112,Chou Henshin Cosprayers,Imagin,"1,2,4,10,24,9,31",8,Original,TV,"7,821",4.90

2391,SD Gundam Force,Sunrise,"2,4,10,18",52,Original,TV,"7,724",5.35

295,Divergence Eve 2: Misaki Chronicles,Radix,"2,8,24,18,38,29",13,Original,TV,"6,693",6.30

927,Transformers Superlink,Actas,"2,24,18,29",51,-,TV,"4,725",6.16

3638,Kaiketsu Zorori,Ajia-Do,"2,4",52,-,TV,"2,808",7.07

2740,Monkey Turn,OLM,"1,8,30,27",25,Manga,TV,"1,337",6.44

48260,Taikong Xiha Zu,-,"2,4,10,24",26,Original,TV,37,N/A

205,Samurai Champloo,Manglobe,"1,2,4,13,21,27",26,Original,TV,"1,032,846",8.50

19,Monster,Madhouse,"8,14,7,41,39,40,42",74,Manga,TV,"763,887",8.80

384,Gantz,Gonzo,"1,8,14,24,37,9,40",13,Manga,TV,"312,884",7.02

174,Tenjou Tenge,Madhouse,"1,4,9,17,23,31,27",24,Manga,TV,"169,559",6.90

330,Midori no Hibi,Studio Pierrot,"4,8,22,9,27",13,Manga,TV,"146,337",7.26

18,Initial D Fourth Stage,A.C.G.T.,"1,8,30,3,42",24,Manga,TV,"139,857",8.14

251,Kyou kara Maou!,Studio Deen,"2,4,10,6,25",78,Light novel,TV,"99,798",7.67

102,Aishiteruze Baby★★,TMS Entertainment,"4,8,22,25",26,Manga,TV,"94,455",7.46

634,Koi Kaze,A.C.G.T.,"8,22,36,40,42",13,Manga,TV,"76,454",7.09

516,Keroro Gunsou,Sunrise,"4,24,18,20,27",358,Manga,TV,"66,117",7.69

109,Bakuretsu Tenshi,Gonzo,"2,4,24,18",24,Original,TV,"64,542",6.80

146,Kono Minikuku mo Utsukushii Sekai,Gainax,"4,8,22,24,9",12,Original,TV,"56,313",6.74

417,Ragnarök The Animation,G&amp;G Entertainment,"1,10",26,Game,TV,"45,209",6.46

1110,Mermaid Melody Pichi Pichi Pitch Pure,Actas,"2,4,22,19,25",39,Manga,TV,"38,251",7.12

252,Madlax,Bee Train,"8,7,37,38,40,27",26,Original,TV,"37,177",7.04

872,Mahou Shoujo-tai Arusu,Studio 4°C,"2,4,10",40,Original,TV,"26,702",7.08

340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,Studio Comet,"1,13,17,21,27",26,Manga,TV,"22,163",7.57

649,Hanaukyou Maid-tai: La Verite,Daume,"4,22,9,35",12,Manga,TV,"21,298",6.78

131,Saiyuuki Reload Gunlock,Studio Pierrot,"1,2,4,8,37,6,43",26,Manga,TV,"20,626",7.40

275,Love♥Love?,Imagin,"4,22,9,35",9,Original,TV,"20,352",5.87

1086,Kenran Butou Sai: The Mars Daybreak,Bones,"2,4,22,24,18,38,27",26,Original,TV,"19,630",7.17

159,Boukyaku no Senritsu,Gainax,"2,10,14,24,37,18,40,29,27",24,Manga,TV,"17,226",6.33

1371,Hi no Tori,Tezuka Productions,"2,8,24,37,13",13,Manga,TV,"8,116",7.12

533,Sensei no Ojikan: Doki Doki School Hours,J.C.Staff,"4,36",13,4-koma manga,TV,"7,583",6.66

1104,Shinkon Gattai Godannar!! 2nd Season,AIC ASTA,"4,22,24,9,18",13,Original,TV,"7,370",6.94

5967,Kinnikuman II Sei: Ultimate Muscle,Toei Animation,"1,4,24,30,17,27",13,Manga,TV,"6,538",6.93

964,Hit wo Nerae!,Imagin,"4,9",8,Original,TV,"5,628",5.50

2337,Tetsujin 28-gou (2004),Palm Studio,"2,8,24,13,18,27",26,-,TV,"4,202",7.32

786,Pugyuru,Creators Dot Com,"4,10,23",13,-,TV,"4,165",5.73

234,Dan Doh!!,Tokyo Kids,"2,30,27",26,Manga,TV,"3,721",6.67

1590,Legendz: Yomigaeru Ryuuou Densetsu,Gallop,"1,2,4,10",50,-,TV,"2,625",7.30

3182,Massugu ni Ikou. 2nd Season,Yumeta Company,"4,22,36,43",5,Manga,TV,"1,921",6.60

1574,Get Ride! AMDriver,Studio Deen,"2,24,18,27",51,-,TV,"1,790",6.29

7955,The Marshmallow Times,-,36,52,-,TV,709,6.47

226,Elfen Lied,Arms,"1,8,14,22,37,40,42",13,Manga,TV,"1,316,200",7.52

395,Gantz 2nd Stage,Gonzo,"1,8,14,24,37,9,40",13,Manga,TV,"145,278",7.06

63,DearS,Daume,"4,22,24,9,35,27",12,Manga,TV,"135,888",6.59

241,Girls Bravo: First Season,AIC Spirits,"4,10,22,9,35,23,27",11,Manga,TV,"131,174",6.41

166,Samurai 7,Gonzo,"24,13,18,21",26,Other,TV,"118,171",7.46

75,Soukyuu no Fafner: Dead Aggressor,Xebec,"1,8,24,18,38",25,Original,TV,"42,985",7.28

229,Ninin ga Shinobuden,ufotable,"4,17,20",12,Manga,TV,"31,637",6.91

483,Kurau Phantom Memory,Bones,"1,8,24,29,31",24,Original,TV,"27,796",7.33

444,Maria-sama ga Miteru: Haru,Studio Deen,"8,26,22,23,25",13,Light novel,TV,"24,186",7.65

525,Otogizoushi,Production I.G,"2,8,10,13",26,Original,TV,"16,009",6.96

546,Wind: A Breath of Heart (TV),Radix,"8,22,37,23",13,Visual novel,TV,"10,604",5.97

648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,-,"4,8,22,24,35",13,Visual novel,TV,"7,397",6.15

655,Galaxy Angel 4,feel.,"4,24",13,Game,TV,"7,216",7.21

244,Agatha Christie no Meitantei Poirot to Marple,OLM,"7,13",39,Novel,TV,"6,725",6.87

1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,Azeta Pictures,"8,24,29",13,-,TV,"3,965",6.68

2727,Sweet Valerian,Madhouse,"1,4,23,25",18,Original,TV,"2,716",5.74

5343,Monkey Punch: Manga Katsudou Daishashin,TMS Entertainment,"1,2,4,9,20,42",12,-,TV,"1,789",6.85

2741,Monkey Turn V,OLM,"1,8,30,27",25,Manga,TV,678,6.47

269,Bleach,Studio Pierrot,"1,2,4,37,31,27",366,Manga,TV,"1,511,350",7.82

24,School Rumble,Studio Comet,"4,22,23,27",26,Manga,TV,"296,231",7.91

57,Beck,Madhouse,"4,8,36,19,27",26,Manga,TV,"288,047",8.30

239,Gankutsuou,Gonzo,"8,7,24,37,41",24,Novel,TV,"214,790",8.16

64,Rozen Maiden,Nomad,"1,4,8,42",12,Manga,TV,"186,342",7.42

482,Yu☆Gi☆Oh!: Duel Monsters GX,Gallop,"1,4,10,11,27",180,Manga,TV,"183,433",7.16

240,Genshiken,Palm Studio,"4,36,20",12,Manga,TV,"160,174",7.65

25,Sunabouzu,Gonzo,"1,2,4,24,9,27",24,Manga,TV,"120,211",7.41

98,Mai-HiME,Sunrise,"1,4,8,10,26,22,18,23",26,Original,TV,"105,944",7.44

94,Mobile Suit Gundam SEED Destiny,Sunrise,"1,8,22,24,18,38,29",50,Original,TV,"95,094",7.20

76,Mahou Shoujo Lyrical Nanoha,Seven Arcs,"1,4,8,31",13,Original,TV,"93,670",7.42

74,Gakuen Alice,Group TAC,"4,23,31,25",26,Manga,TV,"88,690",7.64

627,Major S1,Studio Hibari,"4,8,30,27",26,Manga,TV,"88,291",8.24

28,Yakitate!! Japan,Sunrise,"4,47,27",69,Manga,TV,"85,864",7.93

343,Tsukuyomi: Moon Phase,Shaft,"4,10,22,32,42",25,Manga,TV,"69,059",6.97

143,Kannazuki no Miko,TNK,"8,26,22,37,18,27",12,Manga,TV,"63,560",6.84

297,Grenadier: Hohoemi no Senshi,Group TAC,"1,2,4,9,27",12,Manga,TV,"51,356",6.70

173,Tactics,Studio Deen,"4,8,7,37,6,13,27",25,Manga,TV,"38,114",7.21

119,Final Approach,Zexcs,"4,8,22,36",13,Visual novel,TV,"33,063",6.54

125,Futakoi,Telecom Animation Film,"4,22,23",13,Original,TV,"32,781",6.47

2213,Black Jack (TV),Tezuka Productions,8,61,Manga,TV,"30,072",7.60

455,Fantastic Children,Nippon Animation,"2,10,7,22,24,41",26,Original,TV,"29,335",7.53

688,Uta∽Kata,Hal Film Maker,"8,40",12,Original,TV,"23,110",6.70

247,Harukanaru Toki no Naka de: Hachiyou Shou,Yumeta Company,"10,37,6,13,25",26,Visual novel,TV,"21,999",7.03

29,Zipang,Studio Deen,"1,8,24,13,38,42",26,Manga,TV,"18,391",7.50

1524,Fuujin Monogatari,Production I.G,"8,10,36,37,23",13,Original,TV,"15,751",7.22

346,W: Wish,Picture Magic,"8,22,36,35,23",13,Visual novel,TV,"14,322",6.16

8,Bouken Ou Beet,Toei Animation,"2,10,37,27",52,Manga,TV,"13,891",6.96

336,Ginyuu Mokushiroku Meine Liebe,Bee Train,"10,25",13,Visual novel,TV,"12,019",6.44

600,Legend of Duo,Marine Entertainment,"28,8,37,32",12,Original,TV,"10,790",4.89

278,Viewtiful Joe,Group TAC,"1,4,24,27",51,Game,TV,"10,319",6.74

1746,Zoids Fuzors,-,"2,24,18,27",26,-,TV,"10,270",6.39

2109,Rockman.EXE Stream,Xebec,"1,2,24,11,18,23,27",51,Game,TV,"8,411",7.07

1167,Samurai Gun,Studio Egg,"1,13,42",12,Manga,TV,"8,361",5.98

685,To Heart: Remember My Memories,AIC ASTA,"8,22,24,36,35,23",13,Visual novel,TV,"8,280",6.42

613,Onmyou Taisenki,Sunrise,"2,10,37,27",52,Manga,TV,"5,591",7.15

510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,Arms,"4,8,22,35,23",13,Visual novel,TV,"5,462",5.84

23,Ring ni Kakero 1,Toei Animation,"1,30,27",12,Manga,TV,"3,952",6.40

1711,Ryuusei Sentai Musumet,TNK,"2,4,22,24,9",13,-,TV,"2,531",5.96

1955,Kimagure Robot,Studio 4°C,"4,10,24",10,Book,TV,"2,196",6.00

1883,Kappa no Kaikata,Picture Magic,4,26,Manga,TV,"1,926",6.25

35817,Curry no Kuni no Coburoux,Artland,4,13,Original,TV,207,N/A

10242,Ton-Ton Atta to Niigata no Mukashibanashi,-,4,13,-,TV,191,N/A

101,Air,Kyoto Animation,"8,22,36,37",12,Visual novel,TV,"274,072",7.30

50,Aa! Megami-sama! (TV),AIC,"4,22,37,42",24,Manga,TV,"143,990",7.34

157,Mahou Sensei Negima!,Xebec,"4,10,22,37,9,35,23,31,27",26,Manga,TV,"128,282",6.95

325,Peach Girl,Studio Comet,"8,22,36,23,25",25,Manga,TV,"88,739",6.97

487,Girls Bravo: Second Season,AIC Spirits,"4,10,22,9,35,23,27",13,Manga,TV,"82,936",6.64

1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,Zexcs,"28,4,8,22,36,25",12,Visual novel,TV,"45,967",6.68

519,Mahoraba: Heartful days,J.C.Staff,"4,8,22,27",26,Manga,TV,"23,363",7.32

184,Xenosaga The Animation,Toei Animation,"1,24,18,29,27",12,Game,TV,"18,724",6.35

1929,Futari wa Precure: Max Heart,Toei Animation,"1,4,10,25",47,Original,TV,"15,044",6.94

342,Starship Operators,J.C.Staff,"8,24,38,29",13,Light novel,TV,"14,083",6.98

406,Buzzer Beater,TMS Entertainment,"30,27",13,Web manga,TV,"13,449",6.54

364,Gallery Fake,Minami Machi Bugyousho,"7,42",37,Manga,TV,"12,582",7.44

141,Jinki:Extend,feel.,"24,18",12,Manga,TV,"10,365",6.12

485,Damekko Doubutsu,Magic Bus,"4,36",26,4-koma manga,TV,"10,319",7.27

354,UG☆Ultimate Girls,Studio Matrix,"4,24,9",12,Original,TV,"8,493",5.64

1196,Masuda Kousuke Gekijou Gag Manga Biyori,Artland,"4,20",12,Manga,TV,"8,396",7.21

928,Transformers Galaxy Force,Gonzo,"2,24,18,27",52,Other,TV,"5,183",6.64

349,Magical Canan,AIC ASTA,"8,10,37",13,Visual novel,TV,"4,877",6.20

2308,Lime-iro Ryuukitan X,A.C.G.T.,"8,37,9,35,13,18",13,Visual novel,TV,"4,021",5.50

960,Shin Chou Kyou Ryo: Condor Hero II,Nippon Animation,"2,8,22,13",26,Novel,TV,"3,488",7.29

8189,The World of Golden Eggs,Plus Heads,"4,20",26,Original,TV,789,6.41

25809,Oretachi Ijiwaru Kei,Karaku,4,14,-,TV,282,N/A

31696,Witch Village Story,-,36,24,-,TV,187,N/A

237,Koukyoushihen Eureka Seven,Bones,"2,8,22,24,18",50,Original,TV,"399,061",8.07

16,Hachimitsu to Clover,J.C.Staff,"4,8,22,36,43",24,Manga,TV,"234,530",8.03

177,Tsubasa Chronicle,Bee Train,"1,2,10,22,37,27",26,Manga,TV,"207,491",7.53

67,Basilisk: Kouga Ninpou Chou,Gonzo,"1,2,10,22,37,13,21",24,Manga,TV,"167,100",7.56

27,Trinity Blood,Gonzo,"1,37,32",24,Light novel,TV,"167,064",7.31

15,Eyeshield 21,Gallop,"1,4,30,27",145,Manga,TV,"161,540",7.93

149,Loveless,J.C.Staff,"1,28,8,10,7,22,37,43",12,Manga,TV,"128,963",6.81

479,Ueki no Housoku,Studio Deen,"1,2,4,8,37,31,27",51,Manga,TV,"105,930",7.74

248,Ichigo 100%,Madhouse,"4,22,9,35,27",12,Manga,TV,"104,282",6.65

198,Speed Grapher,Gonzo,"1,7,31",24,Original,TV,"101,341",7.33

1250,Erementar Gerad,Xebec,"2,4,10,22,31,27",26,Manga,TV,"88,733",7.27

412,Kore ga Watashi no Goshujinsama,Gainax,"4,36,9",12,Manga,TV,"71,978",6.54

478,Sousei no Aquarion,Production Reed,"1,22,24,37,18,31",26,Original,TV,"70,031",7.10

345,Eikoku Koi Monogatari Emma,Studio Pierrot,"8,22,36,13,42",12,Manga,TV,"48,340",7.64

738,MÄR,SynergySP,"1,2,4,10,27",102,Manga,TV,"46,357",7.27

1974,Glass no Kamen (2005),Tokyo Movie Shinsha,"8,25",51,Manga,TV,"33,819",8.07

126,Futakoi Alternative,feel.,"4,8,22",13,Original,TV,"29,360",6.89

308,Zettai Shounen,Ajia-Do,"8,10,7,24,27",26,Original,TV,"18,079",6.92

456,Gokujou Seitokai,J.C.Staff,"4,36,23",26,Original,TV,"17,925",6.93

668,Koi Koi 7,Studio Flag,"4,22,35",13,Manga,TV,"14,836",5.77

712,Zoids Genesis,Shogakukan Music &amp; Digital Entertainment,"1,2,4,18,38",50,-,TV,"14,505",7.21

2523,Izumo: Takeki Tsurugi no Senki,Studio Kyuuma,"2,8,10,22,37,17",12,Visual novel,TV,"11,374",6.20

2489,Onegai My Melody,Studio Comet,"4,10",52,-,TV,"10,969",7.17

505,Fushigiboshi no☆Futagohime,Hal Film Maker,"4,25",51,Original,TV,"10,014",7.26

706,Comic Party Revolution,Chaos Project,"4,8",13,Visual novel,TV,"8,906",6.50

754,Yuki no Joou (TV),TMS Entertainment,"2,8,10,25",36,Book,TV,"3,820",7.00

4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,Sunrise,"1,24,18,31",12,-,TV,"3,259",7.39

4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,TMS Entertainment,10,52,Card game,TV,"2,933",6.72

988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,G&amp;G Entertainment,"1,4,13,38,21",12,-,TV,"1,533",6.07

3724,Taiko no Tatsujin,-,11,26,-,TV,880,5.98

30138,Rusuden Hour: Sodan Brothers,-,4,25,-,TV,196,N/A

79,Shuffle!,asread.,"4,8,10,22,9,35,23,42",24,Visual novel,TV,"255,617",7.06

73,Full Metal Panic! The Second Raid,Kyoto Animation,"1,18,38",13,Light novel,TV,"239,687",7.94

390,Suzuka,Studio Comet,"8,22,30,27",26,Manga,TV,"105,744",7.20

488,Ichigo Mashimaro,Daume,"4,36",12,4-koma manga,TV,"81,689",7.65

411,Gun x Sword,AIC ASTA,"1,2,8,24,18,27",26,Original,TV,"69,473",7.27

591,Amaenaide yo!!,Studio Deen,"4,22,37,9,35",12,Manga,TV,"68,731",6.47

490,Paniponi Dash!,Shaft,"4,20,23",26,Manga,TV,"56,388",7.44

489,Kamichu!,Brain&#039;s Base,"4,8,36,37",12,Original,TV,"54,462",7.38

1642,Sugar Sugar Rune,Studio Pierrot,"10,25",51,Manga,TV,"34,361",7.46

291,D.C.S.S: Da Capo Second Season,feel.,"4,8,22,37,35",26,Visual novel,TV,"31,644",6.97

470,Okusama wa Joshikousei (TV),Madhouse,"4,8,22,36",13,Manga,TV,"24,712",6.33

1374,Kyoushoku Soukou Guyver (2005),OLM,"2,24,27",26,Manga,TV,"19,702",7.25

614,Okusama wa Mahou Shoujo,J.C.Staff,22,13,Original,TV,"8,398",6.34

473,Tide-Line Blue,Telecom Animation Film,"1,2,8,38,27",12,Original,TV,"6,706",6.63

612,PetoPeto-san,XEBEC M2,"4,22,6,23",13,Light novel,TV,"6,269",6.53

511,Kidou Shinsengumi Moeyo Ken TV,Trinet Entertainment,"2,4,10,13",13,Game,TV,"5,281",6.17

309,Akahori Gedou Hour Rabuge,Radix,"4,20",13,Original,TV,"5,208",6.17

1035,Patalliro Saiyuuki!,Magic Bus,"2,28,4,10,25",26,-,TV,"3,497",6.55

3768,Play Ball,Eiken,"1,30,27",13,Manga,TV,874,6.07

9070,Oden-kun,-,4,156,Picture book,TV,331,N/A

457,Mushishi,Artland,"2,10,7,36,37,13,42",26,Manga,TV,"698,758",8.68

355,Shakugan no Shana,J.C.Staff,"1,8,10,22,37,23",24,Light novel,TV,"490,459",7.48

150,Blood+,Production I.G,"1,8,14,7,37,38,32",50,Original,TV,"340,286",7.64

228,Jigoku Shoujo,Studio Deen,"14,7,37,40",26,Original,TV,"313,159",7.63

68,Black Cat (TV),Gonzo,"2,4,24,31,27",23,Manga,TV,"246,403",7.35

322,Paradise Kiss,Madhouse,"4,8,22,36,43",12,Manga,TV,"178,157",7.84

469,Karin,J.C.Staff,"4,22,37,23,32,27",24,Manga,TV,"163,608",7.13

477,Aria the Animation,Hal Film Maker,"10,24,36,27",13,Manga,TV,"141,396",7.68

65,Rozen Maiden: Träumend,Nomad,"1,4,8,42",12,Manga,TV,"97,495",7.63

658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Madhouse,"41,11,40,42",26,Manga,TV,"88,460",7.93

584,Noein: Mou Hitori no Kimi e,Satelight,"2,8,24,36",24,Original,TV,"82,817",7.60

77,Mahou Shoujo Lyrical Nanoha A&#039;s,Seven Arcs,"1,4,8,31",13,Original,TV,"59,620",7.98

99,Mai-Otome,Sunrise,"4,8,10",26,Original,TV,"47,776",7.29

476,Ginban Kaleidoscope,Karaku,"8,22,30,37",12,Light novel,TV,"45,317",7.32

670,Lamune,Picture Magic,"8,22,36",12,Visual novel,TV,"38,827",6.81

152,Solty Rei,AIC,"1,24,31",24,Original,TV,"26,868",7.27

694,Canvas 2: Niji-iro no Sketch,Zexcs,"4,8,22,36",24,Visual novel,TV,"25,245",6.76

388,Capeta,Studio Comet,"30,3,27",52,Manga,TV,"22,538",7.83

471,To Heart 2,OLM,"4,8,22,36,35,23",13,Visual novel,TV,"19,144",6.50

3270,IGPX: Immortal Grand Prix (2005),Production I.G,"8,24,30,18,27",13,Original,TV,"17,834",7.10

282,Angel Heart,TMS Entertainment,"1,8,7,22,42",50,Manga,TV,"15,646",7.29

915,Ginga Densetsu Weed,Studio Deen,"2,8,27",26,Manga,TV,"13,501",7.23

1316,Idaten Jump,Trans Arts,"30,11,23",52,Manga,TV,"13,458",7.08

69,Cluster Edge,Sunrise,"1,10,24,38",25,Original,TV,"9,760",6.34

2110,Rockman.EXE Beast,Xebec,"1,2,24,11,18,27",25,Game,TV,"7,252",7.05

1123,Bouken Ou Beet Excellion,Toei Animation,"2,10,37,27",25,Manga,TV,"7,129",6.70

913,Kakutou Bijin Wulong,TMS Entertainment,"1,9,17",25,Manga,TV,"5,255",6.62

1193,Happy Seven: The TV Manga,Studio Hibari,"4,10,23",13,Light novel,TV,"4,856",6.29

858,Gunparade Orchestra,Brain&#039;s Base,"8,22,24,36,18,38",24,Game,TV,"4,274",5.87

1845,Gaiking: Legend of Daiku-Maryu,Toei Animation,"1,24,18",39,Original,TV,"4,263",7.12

1778,Dae Jang Geum: Jang Geum&#039;s Dream,-,"2,4,47,13",26,Other,TV,"3,491",7.20

280,Animal Yokochou,Gallop,"2,4,10,25",51,Manga,TV,"2,465",6.92

7395,Card Wang: Mix Master,Nippon Animation,"2,10,11,27",39,-,TV,"1,537",6.41

4553,Sukima no Kuni no Polta,-,10,13,-,TV,376,5.87

356,Fate/stay night,Studio Deen,"1,10,22,37",24,Visual novel,TV,"828,373",7.30

790,Ergo Proxy,Manglobe,"7,24,40",23,Original,TV,"538,541",7.91

710,Rec,Shaft,"4,8,22,42",9,Manga,TV,"104,720",7.32

587,Hanbun no Tsuki ga Noboru Sora,Group TAC,"4,8,22",6,Light novel,TV,"92,488",7.50

558,Major S2,Studio Hibari,"4,8,30,27",26,Manga,TV,"63,601",8.22

586,Ayakashi: Japanese Classic Horror,Toei Animation,"10,14,7,13",11,Other,TV,"63,086",7.43

886,Amaenaide yo!! Katsu!!,Studio Deen,"4,22,37,9,35",12,Manga,TV,"47,179",6.68

667,Kashimashi: Girl Meets Girl,Studio Hibari,"4,8,26,22,36,23",12,Manga,TV,"45,654",6.65

576,Magikano,Tokyo Kids,"4,10,22,35,27",13,Manga,TV,"32,095",6.35

590,Kage kara Mamoru!,Group TAC,"4,22,27",12,Light novel,TV,"24,261",6.60

798,Yomigaeru Sora: Rescue Wings,J.C.Staff,"8,38,42",12,Original,TV,"12,552",7.40

1534,Futari wa Precure: Splash☆Star,Toei Animation,"1,4,10,25",49,Original,TV,"11,032",7.16

750,Binchou-tan,Studio Deen,"4,36",12,Manga,TV,"9,879",6.93

817,Tactical Roar,Actas,"4,22,24,38",13,-,TV,"9,320",6.43

1655,Nerima Daikon Brothers,Studio Hibari,"4,19",12,Original,TV,"8,076",7.32

671,Lemon Angel Project,-,"8,19",13,Other,TV,"7,728",6.57

577,Kagi Hime Monogatari: Eikyuu Alice Rondo,Picture Magic,10,13,Manga,TV,"7,711",6.17

771,Ginyuu Mokushiroku Meine Liebe Wieder,Bee Train,"8,10,25",13,Visual novel,TV,"6,840",6.66

5968,Kinnikuman II Sei: Ultimate Muscle 2,Toei Animation,"1,4,24,30,17,27",13,Manga,TV,"5,710",6.98

3112,Papillon Rose,Studio Kelmadick,"4,9,20",6,-,TV,"3,554",4.59

4823,Youkai Ningen Bem (2006),Studio Comet,"14,37,6",26,-,TV,"2,704",5.86

2244,Rakugo Tennyo Oyui,TNK,"4,13",12,-,TV,"1,975",5.94

2232,Funny Pets,-,4,12,Original,TV,953,4.95

3769,Play Ball 2nd,Eiken,"1,30,27",13,-,TV,483,N/A

33670,Xingji Biaoche Wang,-,"1,2,3",52,Original,TV,283,N/A

44167,Meng Li Ren,-,8,26,-,TV,24,N/A

853,Ouran Koukou Host Club,Bones,"4,22,35,23,25",26,Manga,TV,"952,398",8.17

918,Gintama,Sunrise,"1,4,24,13,20,21,27",201,Manga,TV,"886,752",8.95

889,Black Lagoon,Madhouse,"1,42",12,Manga,TV,"815,789",8.03

849,Suzumiya Haruhi no Yuuutsu,Kyoto Animation,"4,7,24,36,20,23",14,Light novel,TV,"810,992",7.85

934,Higurashi no Naku Koro ni,Studio Deen,"5,14,7,37,41,40",26,Visual novel,TV,"703,694",7.92

877,Nana,Madhouse,"4,8,22,36,19,25",47,Manga,TV,"496,680",8.50

857,Air Gear,Toei Animation,"1,4,30,9,27",25,Manga,TV,"317,970",7.51

861,xxxHOLiC,Production I.G,"4,8,7,37,40",24,Manga,TV,"275,088",8.00

856,Utawarerumono,OLM,"1,8,10,24",26,Visual novel,TV,"148,404",7.64

846,School Rumble Ni Gakki,Studio Comet,"4,22,23,27",26,Manga,TV,"143,578",8.01

855,Strawberry Panic,Imagin,"8,26,22,23",26,Other,TV,"124,051",7.29

969,Tsubasa Chronicle 2nd Season,Bee Train,"1,2,8,10,7,22,37,27",26,Manga,TV,"109,467",7.59

935,Witchblade,Gonzo,"1,24,31",24,Other,TV,"103,362",7.24

957,Saiunkoku Monogatari,Madhouse,"2,4,8,10,22,13",39,Light novel,TV,"85,358",7.91

